year,statefips,countyfips,month,pm
2011,6,6023,1,8.4754658
2011,6,6025,1,9.2427683
2011,6,6027,1,9.7105303
2011,6,6029,1,20.687576
2011,6,6031,1,23.780334
2011,6,6033,1,8.3352146
2011,6,6035,1,11.506238
2011,6,6037,1,13.150966
2011,6,6039,1,19.404591
2011,6,6041,1,13.182554
2011,6,6043,1,13.079154
2011,6,6045,1,8.0063906
2011,6,6047,1,19.090984
2011,6,6049,1,10.7024
2011,6,6051,1,10.131037
2011,6,6053,1,12.414376
2011,6,6055,1,11.11626
2011,6,6057,1,10.110965
2011,6,6059,1,11.160346
2011,6,6061,1,13.244043
2011,6,6063,1,12.024257
2011,6,6065,1,9.1152658
2011,6,6067,1,16.803116
2011,6,6069,1,13.209484
2011,6,6071,1,9.9285755
2011,6,6073,1,9.6087952
2011,6,6075,1,15.76438
2011,6,6077,1,16.406984
2011,6,6079,1,13.146345
2011,6,6081,1,15.306749
2011,6,6083,1,11.23094
2011,6,6085,1,14.789261
2011,6,6087,1,13.288597
2011,6,6089,1,9.8548632
2011,6,6091,1,10.552792
2011,6,6093,1,9.0530005
2011,6,6095,1,13.618956
2011,6,6097,1,10.371716
2011,6,6099,1,17.53763
2011,6,6101,1,12.766523
2011,6,6103,1,10.836426
2011,6,6105,1,7.9135194
2011,6,6107,1,22.032345
2011,6,6109,1,11.661851
2011,6,6111,1,10.685841
2011,6,6113,1,13.787925
2011,6,6115,1,12.381643
2011,8,8001,1,8.7824955
2011,8,8003,1,5.6075535
2011,8,8005,1,7.7940855
2011,8,8007,1,5.7626934
2011,8,8009,1,6.6383057
2011,8,8011,1,6.4912958
2011,8,8013,1,7.0432401
2011,8,8014,1,8.1858826
2011,8,8015,1,5.3015542
2011,8,8017,1,6.673851
2011,8,8019,1,4.5288386
2011,8,8021,1,5.1427269
2011,8,8023,1,5.2192521
2011,8,8025,1,6.226584
2011,8,8027,1,5.1546068
2011,8,8029,1,8.1215982
2011,8,8031,1,8.3776865
2011,8,8033,1,7.0707173
2011,8,8035,1,6.2196984
2011,8,8037,1,5.9482198
2011,8,8039,1,5.4129729
2011,8,8041,1,6.3162274
2011,8,8043,1,5.4464769
2011,8,8045,1,7.5383072
2011,8,8047,1,4.6000004
2011,8,8049,1,5.3422194
2011,8,8051,1,6.1135607
2011,8,8053,1,5.8673339
2011,8,8055,1,5.3378191
2011,8,8057,1,5.7414875
2011,8,8059,1,6.8738604
2011,8,8061,1,6.6693625
2011,8,8063,1,6.7214117
2011,8,8065,1,5.3078442
2011,8,8067,1,6.5852585
2011,8,8069,1,7.442162
2011,8,8071,1,5.4611287
2011,8,8073,1,5.8964052
2011,8,8075,1,6.9390969
2011,8,8077,1,10.480582
2011,8,8079,1,5.5771685
2011,8,8081,1,7.7726812
2011,8,8083,1,7.2077599
2011,8,8085,1,7.8050733
2011,8,8087,1,7.5647769
2011,8,8089,1,6.4379106
2011,8,8091,1,6.8277812
2011,8,8093,1,4.7261524
2011,8,8095,1,7.0611839
2011,8,8097,1,6.1402864
2011,8,8099,1,7.0710077
2011,8,8101,1,6.7491202
2011,8,8103,1,8.2566023
2011,8,8105,1,5.4545121
2011,8,8107,1,6.6050725
2011,8,8109,1,5.3791957
2011,8,8111,1,6.2484388
2011,8,8113,1,6.8310494
2011,8,8115,1,7.0113535
2011,8,8117,1,5.1370163
2011,8,8119,1,5.1232738
2011,8,8121,1,6.7403126
2011,8,8123,1,9.4047499
2011,8,8125,1,7.1816807
2011,9,9001,1,14.588849
2011,9,9003,1,14.887372
2011,9,9005,1,11.964241
2011,9,9007,1,14.65774
2011,9,9009,1,15.293268
2011,9,9011,1,13.009953
2011,9,9013,1,14.071935
2011,9,9015,1,13.105292
2011,10,10001,1,12.678804
2011,10,10003,1,15.536129
2011,10,10005,1,11.946333
2011,11,11001,1,13.032145
2011,12,12001,1,8.4382277
2011,12,12003,1,8.6981869
2011,12,12005,1,9.6397724
2011,12,12007,1,8.4436684
2011,12,12009,1,7.4185534
2011,12,12011,1,7.296948
2011,12,12013,1,9.8757267
2011,12,12015,1,7.8729906
2011,12,12017,1,7.5515413
2011,12,12019,1,9.1005898
2011,12,12021,1,7.9051833
2011,12,12023,1,9.0035114
2011,12,12027,1,7.490871
2011,12,12029,1,8.4220057
2011,12,12031,1,9.7791452
2011,12,12033,1,9.5903225
2011,12,12035,1,7.3012056
2011,12,12037,1,9.1155758
2011,12,12039,1,10.569966
2011,12,12041,1,8.5566177
2011,12,12043,1,7.3419075
2011,12,12045,1,9.2274866
2011,12,12047,1,9.3129482
2011,12,12049,1,7.2655468
2011,12,12051,1,7.5040474
2011,12,12053,1,7.1857891
2011,12,12055,1,7.1934304
2011,12,12057,1,8.1853933
2011,12,12059,1,9.7202387
2011,12,12061,1,7.1945543
2011,12,12063,1,10.061584
2011,12,12065,1,10.283259
2011,12,12067,1,9.1049738
2011,12,12069,1,7.1490493
2011,12,12071,1,8.0834732
2011,12,12073,1,10.774833
2011,12,12075,1,7.9406819
2011,12,12077,1,9.6109142
2011,12,12079,1,9.9055948
2011,12,12081,1,7.9894934
2011,12,12083,1,7.9171567
2011,12,12085,1,7.4702363
2011,12,12086,1,7.6925869
2011,12,12087,1,7.121614
2011,12,12089,1,8.950572
2011,12,12091,1,9.3775845
2011,12,12093,1,7.423522
2011,12,12095,1,7.7443256
2011,12,12097,1,7.2920895
2011,12,12099,1,7.041965
2011,12,12101,1,7.2304673
2011,12,12103,1,7.771142
2011,12,12105,1,7.6209302
2011,12,12107,1,7.7978063
2011,12,12109,1,8.2726393
2011,12,12111,1,7.5262971
2011,12,12113,1,9.3911524
2011,12,12115,1,8.0448027
2011,12,12117,1,7.7561316
2011,12,12119,1,7.4977746
2011,12,12121,1,9.3681545
2011,12,12123,1,9.2036953
2011,12,12125,1,8.6164188
2011,12,12127,1,7.2670813
2011,12,12129,1,10.070916
2011,12,12131,1,9.352231
2011,12,12133,1,9.809186
2011,13,13001,1,10.603849
2011,13,13003,1,10.672303
2011,13,13005,1,10.524152
2011,13,13007,1,10.320516
2011,13,13009,1,9.9249105
2011,13,13011,1,10.960397
2011,13,13013,1,11.16617
2011,13,13015,1,11.01783
2011,13,13017,1,10.696206
2011,13,13019,1,10.97874
2011,13,13021,1,10.617527
2011,13,13023,1,10.321315
2011,13,13025,1,9.5492411
2011,13,13027,1,10.837364
2011,13,13029,1,10.234439
2011,13,13031,1,10.533922
2011,13,13033,1,10.312052
2011,13,13035,1,10.316635
2011,13,13037,1,10.187319
2011,13,13039,1,8.9671555
2011,13,13043,1,10.634221
2011,13,13045,1,10.206784
2011,13,13047,1,11.30042
2011,13,13049,1,8.80128
2011,13,13051,1,10.615377
2011,13,13053,1,10.277421
2011,13,13055,1,10.594822
2011,13,13057,1,10.958632
2011,13,13059,1,11.078345
2011,13,13061,1,9.700489
2011,13,13063,1,11.261463
2011,13,13065,1,9.4868851
2011,13,13067,1,11.33949
2011,13,13069,1,10.872041
2011,13,13071,1,11.005146
2011,13,13073,1,10.909768
2011,13,13075,1,11.016659
2011,13,13077,1,10.397636
2011,13,13079,1,10.273867
2011,13,13081,1,10.698432
2011,13,13083,1,10.453787
2011,13,13085,1,10.283219
2011,13,13087,1,10.950771
2011,13,13089,1,11.743376
2011,13,13091,1,10.488051
2011,13,13093,1,10.658869
2011,13,13095,1,10.998838
2011,13,13097,1,10.666271
2011,13,13099,1,10.005936
2011,13,13101,1,9.5172195
2011,13,13103,1,10.309477
2011,13,13105,1,10.51583
2011,13,13107,1,10.406038
2011,13,13109,1,10.429218
2011,13,13111,1,9.6481323
2011,13,13113,1,10.689502
2011,13,13115,1,10.912634
2011,13,13117,1,10.888691
2011,13,13119,1,11.158171
2011,13,13121,1,11.576108
2011,13,13123,1,9.9929094
2011,13,13125,1,9.7546721
2011,13,13127,1,9.2416792
2011,13,13129,1,11.050261
2011,13,13131,1,11.375308
2011,13,13133,1,10.057826
2011,13,13135,1,11.445457
2011,13,13137,1,10.081873
2011,13,13139,1,10.903604
2011,13,13141,1,9.6773415
2011,13,13143,1,10.127133
2011,13,13145,1,10.052036
2011,13,13147,1,11.152265
2011,13,13149,1,9.9202461
2011,13,13151,1,11.006275
2011,13,13153,1,10.546938
2011,13,13155,1,10.729899
2011,13,13157,1,11.276637
2011,13,13159,1,10.162551
2011,13,13161,1,10.527027
2011,13,13163,1,9.9938269
2011,13,13165,1,10.419401
2011,13,13167,1,10.112445
2011,13,13169,1,10.310476
2011,13,13171,1,10.27126
2011,13,13173,1,10.549623
2011,13,13175,1,10.479585
2011,13,13177,1,10.738775
2011,13,13179,1,10.071074
2011,13,13181,1,9.8109541
2011,13,13183,1,10.115202
2011,13,13185,1,10.690186
2011,13,13187,1,9.8510246
2011,13,13189,1,10.060949
2011,13,13191,1,9.5187807
2011,13,13193,1,10.427378
2011,13,13195,1,11.120254
2011,13,13197,1,9.9827452
2011,13,13199,1,9.9847431
2011,13,13201,1,10.175332
2011,13,13205,1,11.042836
2011,13,13207,1,10.215385
2011,13,13209,1,10.338383
2011,13,13211,1,10.405191
2011,13,13213,1,10.549405
2011,13,13215,1,10.611093
2011,13,13217,1,10.803307
2011,13,13219,1,10.818428
2011,13,13221,1,10.490735
2011,13,13223,1,10.683966
2011,13,13225,1,10.481718
2011,13,13227,1,10.306426
2011,13,13229,1,10.198963
2011,13,13231,1,10.131296
2011,13,13233,1,10.453582
2011,13,13235,1,10.503755
2011,13,13237,1,10.016405
2011,13,13239,1,9.6873674
2011,13,13241,1,9.2784843
2011,13,13243,1,9.9468994
2011,13,13245,1,11.527947
2011,13,13247,1,11.204575
2011,13,13249,1,10.18343
2011,13,13251,1,10.291114
2011,13,13253,1,10.435596
2011,13,13255,1,10.432868
2011,13,13257,1,10.46304
2011,13,13259,1,9.8551016
2011,13,13261,1,10.428434
2011,13,13263,1,9.9204988
2011,13,13265,1,9.8477345
2011,13,13267,1,10.405293
2011,13,13269,1,10.082727
2011,13,13271,1,10.414378
2011,13,13273,1,10.485634
2011,13,13275,1,11.710134
2011,13,13277,1,10.975694
2011,13,13279,1,10.351648
2011,13,13281,1,9.240737
2011,13,13283,1,10.389741
2011,13,13285,1,10.056389
2011,13,13287,1,10.804123
2011,13,13289,1,10.242351
2011,13,13291,1,9.4569607
2011,13,13293,1,10.057135
2011,13,13295,1,10.869906
2011,13,13297,1,10.999876
2011,13,13299,1,10.009624
2011,13,13301,1,9.8408785
2011,13,13303,1,9.853735
2011,13,13305,1,10.167233
2011,13,13307,1,9.9743633
2011,13,13309,1,10.430382
2011,13,13311,1,9.8012915
2011,13,13313,1,11.085334
2011,13,13315,1,10.631026
2011,13,13317,1,9.9178257
2011,13,13319,1,10.079424
2011,13,13321,1,11.081273
2011,16,16001,1,14.199365
2011,16,16003,1,9.0168562
2011,16,16005,1,13.326427
2011,16,16007,1,15.347842
2011,16,16009,1,9.057745
2011,16,16011,1,12.25946
2011,16,16013,1,9.0779724
2011,16,16015,1,8.4178391
2011,16,16017,1,10.08769
2011,16,16019,1,12.22025
2011,16,16021,1,9.0722399
2011,16,16023,1,9.3597889
2011,16,16025,1,8.5310602
2011,16,16027,1,16.838354
2011,16,16029,1,13.038065
2011,16,16031,1,12.268138
2011,16,16033,1,9.6492691
2011,16,16035,1,8.9227123
2011,16,16037,1,8.5179214
2011,16,16039,1,9.9904356
2011,16,16041,1,19.091717
2011,16,16043,1,9.7517595
2011,16,16045,1,12.214139
2011,16,16047,1,10.888923
2011,16,16049,1,8.6468086
2011,16,16051,1,11.695055
2011,16,16053,1,12.208375
2011,16,16055,1,10.70181
2011,16,16057,1,9.0469322
2011,16,16059,1,9.2298641
2011,16,16061,1,8.781168
2011,16,16063,1,10.938654
2011,16,16065,1,11.30286
2011,16,16067,1,12.551063
2011,16,16069,1,9.2907257
2011,16,16071,1,15.351932
2011,16,16073,1,10.924656
2011,16,16075,1,13.272346
2011,16,16077,1,12.58268
2011,16,16079,1,10.040737
2011,16,16081,1,9.1175127
2011,16,16083,1,11.741329
2011,16,16085,1,8.4270134
2011,16,16087,1,10.429961
2011,17,17001,1,15.067548
2011,17,17003,1,12.763371
2011,17,17005,1,14.553211
2011,17,17007,1,14.28049
2011,17,17009,1,15.068871
2011,17,17011,1,14.581948
2011,17,17013,1,14.868163
2011,17,17015,1,14.854025
2011,17,17017,1,15.187712
2011,17,17019,1,14.93052
2011,17,17021,1,14.961382
2011,17,17023,1,14.761342
2011,17,17025,1,14.608112
2011,17,17027,1,14.813206
2011,17,17029,1,14.850863
2011,17,17031,1,15.744742
2011,17,17033,1,14.942634
2011,17,17035,1,14.828638
2011,17,17037,1,13.99631
2011,17,17039,1,15.100967
2011,17,17041,1,14.844316
2011,17,17043,1,15.143206
2011,17,17045,1,14.623942
2011,17,17047,1,14.832393
2011,17,17049,1,14.80183
2011,17,17051,1,14.431237
2011,17,17053,1,14.176092
2011,17,17055,1,14.139832
2011,17,17057,1,15.477222
2011,17,17059,1,13.986675
2011,17,17061,1,14.812983
2011,17,17063,1,13.966193
2011,17,17065,1,14.101151
2011,17,17067,1,15.294319
2011,17,17069,1,13.484155
2011,17,17071,1,15.998709
2011,17,17073,1,15.658137
2011,17,17075,1,13.758472
2011,17,17077,1,13.83116
2011,17,17079,1,14.825537
2011,17,17081,1,14.285615
2011,17,17083,1,15.135665
2011,17,17085,1,14.912029
2011,17,17087,1,13.225433
2011,17,17089,1,14.430802
2011,17,17091,1,13.85518
2011,17,17093,1,14.440856
2011,17,17095,1,15.846257
2011,17,17097,1,14.477205
2011,17,17099,1,14.187634
2011,17,17101,1,15.150797
2011,17,17103,1,14.365921
2011,17,17105,1,14.139931
2011,17,17107,1,15.415795
2011,17,17109,1,15.411216
2011,17,17111,1,14.052098
2011,17,17113,1,15.404936
2011,17,17115,1,15.576886
2011,17,17117,1,14.84697
2011,17,17119,1,16.397852
2011,17,17121,1,14.374107
2011,17,17123,1,14.752026
2011,17,17125,1,15.306302
2011,17,17127,1,13.207856
2011,17,17129,1,15.205338
2011,17,17131,1,16.4261
2011,17,17133,1,15.760355
2011,17,17135,1,14.626825
2011,17,17137,1,14.976676
2011,17,17139,1,14.984823
2011,17,17141,1,14.131424
2011,17,17143,1,16.128317
2011,17,17145,1,14.036565
2011,17,17147,1,14.971734
2011,17,17149,1,14.765904
2011,17,17151,1,13.130482
2011,17,17153,1,12.908308
2011,17,17155,1,14.543265
2011,17,17157,1,14.100425
2011,17,17159,1,14.955867
2011,17,17161,1,16.712217
2011,17,17163,1,16.791637
2011,17,17165,1,13.763796
2011,17,17167,1,15.471717
2011,17,17169,1,15.238391
2011,17,17171,1,14.919968
2011,17,17173,1,14.796652
2011,17,17175,1,15.179466
2011,17,17177,1,14.39437
2011,17,17179,1,16.175423
2011,17,17181,1,13.143525
2011,17,17183,1,14.587417
2011,17,17185,1,15.196878
2011,17,17187,1,15.906708
2011,17,17189,1,14.437703
2011,17,17191,1,14.503474
2011,17,17193,1,14.466794
2011,17,17195,1,14.994431
2011,17,17197,1,14.723802
2011,17,17199,1,13.962964
2011,17,17201,1,14.332848
2011,17,17203,1,15.340071
2011,18,18001,1,14.489898
2011,18,18003,1,14.036747
2011,18,18005,1,14.987114
2011,18,18007,1,14.053855
2011,18,18009,1,14.385356
2011,18,18011,1,15.045377
2011,18,18013,1,14.657016
2011,18,18015,1,14.969236
2011,18,18017,1,14.615729
2011,18,18019,1,15.394246
2011,18,18021,1,14.943339
2011,18,18023,1,14.841707
2011,18,18025,1,14.767554
2011,18,18027,1,15.951175
2011,18,18029,1,14.524384
2011,18,18031,1,14.590481
2011,18,18033,1,13.286309
2011,18,18035,1,14.580481
2011,18,18037,1,16.555365
2011,18,18039,1,14.241169
2011,18,18041,1,14.183761
2011,18,18043,1,15.277749
2011,18,18045,1,14.440392
2011,18,18047,1,14.193128
2011,18,18049,1,14.063949
2011,18,18051,1,15.598346
2011,18,18053,1,14.387757
2011,18,18055,1,15.040892
2011,18,18057,1,15.484206
2011,18,18059,1,15.544439
2011,18,18061,1,14.5736
2011,18,18063,1,15.583397
2011,18,18065,1,14.382821
2011,18,18067,1,14.77774
2011,18,18069,1,14.072435
2011,18,18071,1,14.600526
2011,18,18073,1,14.425924
2011,18,18075,1,14.499341
2011,18,18077,1,14.013762
2011,18,18079,1,14.528668
2011,18,18081,1,15.863354
2011,18,18083,1,15.414975
2011,18,18085,1,14.029522
2011,18,18087,1,13.638794
2011,18,18089,1,15.810961
2011,18,18091,1,14.030123
2011,18,18093,1,14.872504
2011,18,18095,1,14.872046
2011,18,18097,1,16.485092
2011,18,18099,1,14.082683
2011,18,18101,1,15.680445
2011,18,18103,1,14.465932
2011,18,18105,1,14.767637
2011,18,18107,1,14.621284
2011,18,18109,1,15.282695
2011,18,18111,1,13.990977
2011,18,18113,1,13.625484
2011,18,18115,1,14.367241
2011,18,18117,1,15.078102
2011,18,18119,1,14.736413
2011,18,18121,1,14.620741
2011,18,18123,1,15.498002
2011,18,18125,1,15.92996
2011,18,18127,1,14.943775
2011,18,18129,1,15.334227
2011,18,18131,1,14.352408
2011,18,18133,1,14.735422
2011,18,18135,1,14.311795
2011,18,18137,1,14.047251
2011,18,18139,1,14.613835
2011,18,18141,1,14.104427
2011,18,18143,1,14.232197
2011,18,18145,1,15.305907
2011,18,18147,1,16.16888
2011,18,18149,1,14.284326
2011,18,18151,1,12.980273
2011,18,18153,1,15.013123
2011,18,18155,1,14.03706
2011,18,18157,1,14.798036
2011,18,18159,1,14.702367
2011,18,18161,1,14.128756
2011,18,18163,1,16.466637
2011,18,18165,1,14.72782
2011,18,18167,1,15.199722
2011,18,18169,1,14.169227
2011,18,18171,1,14.238681
2011,18,18173,1,16.248877
2011,18,18175,1,14.299047
2011,18,18177,1,14.216393
2011,18,18179,1,14.286581
2011,18,18181,1,14.690056
2011,18,18183,1,13.830276
2011,19,19001,1,11.745278
2011,19,19003,1,11.570347
2011,19,19005,1,13.490232
2011,19,19007,1,13.469395
2011,19,19009,1,11.674119
2011,19,19011,1,14.647338
2011,19,19013,1,14.510156
2011,19,19015,1,12.579193
2011,19,19017,1,13.985851
2011,19,19019,1,14.452808
2011,19,19021,1,11.2733
2011,19,19023,1,13.564539
2011,19,19025,1,11.738797
2011,19,19027,1,11.756341
2011,19,19029,1,11.550805
2011,19,19031,1,16.052746
2011,19,19033,1,12.811998
2011,19,19035,1,11.068999
2011,19,19037,1,13.5972
2011,19,19039,1,12.195023
2011,19,19041,1,11.216872
2011,19,19043,1,14.055357
2011,19,19045,1,15.506848
2011,19,19047,1,11.385754
2011,19,19049,1,12.698925
2011,19,19051,1,14.270765
2011,19,19053,1,12.149327
2011,19,19055,1,14.530883
2011,19,19057,1,16.056805
2011,19,19059,1,11.133803
2011,19,19061,1,15.249228
2011,19,19063,1,11.306063
2011,19,19065,1,14.024017
2011,19,19067,1,13.31666
2011,19,19069,1,12.999535
2011,19,19071,1,11.312038
2011,19,19073,1,11.99593
2011,19,19075,1,13.765742
2011,19,19077,1,11.810895
2011,19,19079,1,12.630415
2011,19,19081,1,12.22662
2011,19,19083,1,13.240799
2011,19,19085,1,11.272228
2011,19,19087,1,15.768185
2011,19,19089,1,13.222665
2011,19,19091,1,11.978203
2011,19,19093,1,11.169271
2011,19,19095,1,15.022933
2011,19,19097,1,15.107129
2011,19,19099,1,13.836537
2011,19,19101,1,15.226696
2011,19,19103,1,16.328598
2011,19,19105,1,15.058726
2011,19,19107,1,14.947577
2011,19,19109,1,11.774711
2011,19,19111,1,15.355033
2011,19,19113,1,15.292814
2011,19,19115,1,16.56146
2011,19,19117,1,12.778378
2011,19,19119,1,10.717777
2011,19,19121,1,12.197906
2011,19,19123,1,14.448249
2011,19,19125,1,13.585608
2011,19,19127,1,13.914223
2011,19,19129,1,11.7944
2011,19,19131,1,13.132952
2011,19,19133,1,10.804317
2011,19,19135,1,13.728284
2011,19,19137,1,11.406323
2011,19,19139,1,17.101929
2011,19,19141,1,11.010403
2011,19,19143,1,10.92953
2011,19,19145,1,11.376215
2011,19,19147,1,11.378677
2011,19,19149,1,10.812304
2011,19,19151,1,11.487706
2011,19,19153,1,13.724248
2011,19,19155,1,12.346499
2011,19,19157,1,14.391481
2011,19,19159,1,11.759384
2011,19,19161,1,11.502181
2011,19,19163,1,16.716413
2011,19,19165,1,11.433846
2011,19,19167,1,10.788863
2011,19,19169,1,13.203507
2011,19,19171,1,14.190864
2011,19,19173,1,11.560832
2011,19,19175,1,11.85417
2011,19,19177,1,14.83614
2011,19,19179,1,14.649077
2011,19,19181,1,13.151349
2011,19,19183,1,15.883632
2011,19,19185,1,12.703019
2011,19,19187,1,12.164169
2011,19,19189,1,12.13109
2011,19,19191,1,13.398417
2011,19,19193,1,10.853423
2011,19,19195,1,12.662978
2011,19,19197,1,12.456743
2011,20,20001,1,11.492091
2011,20,20003,1,11.539893
2011,20,20005,1,11.858616
2011,20,20007,1,9.1206627
2011,20,20009,1,9.228508
2011,20,20011,1,12.021395
2011,20,20013,1,11.339951
2011,20,20015,1,11.469116
2011,20,20017,1,10.560347
2011,20,20019,1,10.769972
2011,20,20021,1,12.821092
2011,20,20023,1,7.3927407
2011,20,20025,1,8.7751398
2011,20,20027,1,10.523116
2011,20,20029,1,9.8505039
2011,20,20031,1,11.160134
2011,20,20033,1,8.7746172
2011,20,20035,1,10.853513
2011,20,20037,1,12.420613
2011,20,20039,1,7.9261951
2011,20,20041,1,10.506014
2011,20,20043,1,11.778798
2011,20,20045,1,12.501848
2011,20,20047,1,8.801178
2011,20,20049,1,10.643437
2011,20,20051,1,8.7467718
2011,20,20053,1,9.254755
2011,20,20055,1,8.956111
2011,20,20057,1,9.0624838
2011,20,20059,1,11.754621
2011,20,20061,1,10.879762
2011,20,20063,1,8.0476713
2011,20,20065,1,8.1572275
2011,20,20067,1,8.3396463
2011,20,20069,1,8.9333019
2011,20,20071,1,7.3264346
2011,20,20073,1,10.591629
2011,20,20075,1,7.5366869
2011,20,20077,1,9.812089
2011,20,20079,1,10.987119
2011,20,20081,1,8.8954716
2011,20,20083,1,8.6661692
2011,20,20085,1,11.251011
2011,20,20087,1,11.998291
2011,20,20089,1,9.3944883
2011,20,20091,1,14.431389
2011,20,20093,1,8.0882263
2011,20,20095,1,9.5971231
2011,20,20097,1,8.7487841
2011,20,20099,1,11.910225
2011,20,20101,1,8.3659954
2011,20,20103,1,12.720428
2011,20,20105,1,9.2979183
2011,20,20107,1,11.885122
2011,20,20109,1,7.5289392
2011,20,20111,1,10.982241
2011,20,20113,1,10.175117
2011,20,20115,1,10.496532
2011,20,20117,1,10.767217
2011,20,20119,1,8.7919817
