year,statefips,countyfips,month,pm
2011,17,17139,12,9.4876328
2011,17,17141,12,10.005854
2011,17,17143,12,10.548059
2011,17,17145,12,8.8724899
2011,17,17147,12,9.5533295
2011,17,17149,12,9.3635321
2011,17,17151,12,8.4031658
2011,17,17153,12,8.6343222
2011,17,17155,12,9.7582035
2011,17,17157,12,9.003911
2011,17,17159,12,9.4352636
2011,17,17161,12,10.717942
2011,17,17163,12,10.924878
2011,17,17165,12,8.449667
2011,17,17167,12,9.6334944
2011,17,17169,12,9.4792175
2011,17,17171,12,9.3418875
2011,17,17173,12,9.3949881
2011,17,17175,12,9.8648672
2011,17,17177,12,10.302562
2011,17,17179,12,10.416042
2011,17,17181,12,8.600069
2011,17,17183,12,9.8588629
2011,17,17185,12,9.3969269
2011,17,17187,12,9.9885254
2011,17,17189,12,9.0030508
2011,17,17191,12,9.0170135
2011,17,17193,12,8.9337502
2011,17,17195,12,10.35686
2011,17,17197,12,10.352156
2011,17,17199,12,8.8988075
2011,17,17201,12,10.344708
2011,17,17203,12,10.035586
2011,18,18001,12,10.561723
2011,18,18003,12,10.702319
2011,18,18005,12,10.231112
2011,18,18007,12,9.444272
2011,18,18009,12,10.102374
2011,18,18011,12,10.515238
2011,18,18013,12,9.8689957
2011,18,18015,12,10.196841
2011,18,18017,12,10.254203
2011,18,18019,12,10.801873
2011,18,18021,12,10.315674
2011,18,18023,12,10.094632
2011,18,18025,12,9.1823492
2011,18,18027,12,10.062685
2011,18,18029,12,10.881419
2011,18,18031,12,9.9319143
2011,18,18033,12,10.592043
2011,18,18035,12,10.138399
2011,18,18037,12,10.074871
2011,18,18039,12,10.545465
2011,18,18041,12,10.187773
2011,18,18043,12,10.553811
2011,18,18045,12,9.7592373
2011,18,18047,12,10.458285
2011,18,18049,12,9.9890423
2011,18,18051,12,9.4946404
2011,18,18053,12,10.185472
2011,18,18055,12,9.9691219
2011,18,18057,12,11.040812
2011,18,18059,12,10.675545
2011,18,18061,12,9.2929306
2011,18,18063,12,10.709653
2011,18,18065,12,10.083087
2011,18,18067,12,10.372793
2011,18,18069,12,10.247151
2011,18,18071,12,9.8179207
2011,18,18073,12,9.9383421
2011,18,18075,12,10.246183
2011,18,18077,12,9.5428047
2011,18,18079,12,9.8243847
2011,18,18081,12,10.735956
2011,18,18083,12,9.7828321
2011,18,18085,12,10.460499
2011,18,18087,12,10.611723
2011,18,18089,12,10.769346
2011,18,18091,12,9.7124882
2011,18,18093,12,9.7512503
2011,18,18095,12,10.323786
2011,18,18097,12,11.542629
2011,18,18099,12,10.027309
2011,18,18101,12,9.8941002
2011,18,18103,12,10.343439
2011,18,18105,12,9.9790258
2011,18,18107,12,9.8139
2011,18,18109,12,10.309558
2011,18,18111,12,9.5805101
2011,18,18113,12,10.551774
2011,18,18115,12,10.257135
2011,18,18117,12,9.4613523
2011,18,18119,12,9.9543686
2011,18,18121,12,10.165154
2011,18,18123,12,9.383441
2011,18,18125,12,9.5958805
2011,18,18127,12,10.259791
2011,18,18129,12,9.4372931
2011,18,18131,12,9.9778757
2011,18,18133,12,10.042705
2011,18,18135,12,10.188948
2011,18,18137,12,9.9074001
2011,18,18139,12,10.057261
2011,18,18141,12,10.141526
2011,18,18143,12,9.6044769
2011,18,18145,12,10.388785
2011,18,18147,12,9.6444292
2011,18,18149,12,9.940917
2011,18,18151,12,10.314148
2011,18,18153,12,10.123056
2011,18,18155,12,9.7641401
2011,18,18157,12,9.8914661
2011,18,18159,12,10.320556
2011,18,18161,12,10.482621
2011,18,18163,12,10.039201
2011,18,18165,12,10.274169
2011,18,18167,12,10.714553
2011,18,18169,12,10.334127
2011,18,18171,12,9.6048841
2011,18,18173,12,9.7658205
2011,18,18175,12,9.3556995
2011,18,18177,12,10.412207
2011,18,18179,12,10.262691
2011,18,18181,12,10.035924
2011,18,18183,12,10.490623
2011,19,19001,12,8.3590651
2011,19,19003,12,8.6621847
2011,19,19005,12,9.7360592
2011,19,19007,12,8.7508659
2011,19,19009,12,8.4184418
2011,19,19011,12,9.353838
2011,19,19013,12,9.7136593
2011,19,19015,12,8.6485558
2011,19,19017,12,9.6044035
2011,19,19019,12,9.7940397
2011,19,19021,12,8.9000874
2011,19,19023,12,9.3501034
2011,19,19025,12,8.6709833
2011,19,19027,12,8.5529222
2011,19,19029,12,8.5533829
2011,19,19031,12,10.170825
2011,19,19033,12,9.5120907
2011,19,19035,12,8.9864101
2011,19,19037,12,9.5393209
2011,19,19039,12,8.2675714
2011,19,19041,12,8.9430628
2011,19,19043,12,9.8260365
2011,19,19045,12,10.729174
2011,19,19047,12,8.6902485
2011,19,19049,12,8.5060635
2011,19,19051,12,8.9242325
2011,19,19053,12,8.4228849
2011,19,19055,12,9.8872337
2011,19,19057,12,10.412285
2011,19,19059,12,8.9565792
2011,19,19061,12,10.717746
2011,19,19063,12,9.005825
2011,19,19065,12,9.6664696
2011,19,19067,12,9.5179338
2011,19,19069,12,9.2085638
2011,19,19071,12,9.2160654
2011,19,19073,12,8.4674788
2011,19,19075,12,9.0573425
2011,19,19077,12,8.2319269
2011,19,19079,12,8.9655256
2011,19,19081,12,9.2105312
2011,19,19083,12,9.0502768
2011,19,19085,12,9.1462555
2011,19,19087,12,10.050056
2011,19,19089,12,9.5750875
2011,19,19091,12,8.9169292
2011,19,19093,12,8.7455215
2011,19,19095,12,9.3135595
2011,19,19097,12,10.253242
2011,19,19099,12,8.919817
2011,19,19101,12,9.4545174
2011,19,19103,12,10.225808
2011,19,19105,12,9.9022388
2011,19,19107,12,9.3066978
2011,19,19109,12,9.0519629
2011,19,19111,12,10.338779
2011,19,19113,12,10.124111
2011,19,19115,12,10.348268
2011,19,19117,12,8.4239693
2011,19,19119,12,9.2899542
2011,19,19121,12,8.2132673
2011,19,19123,12,9.1636629
2011,19,19125,12,8.7317343
2011,19,19127,12,8.9097557
2011,19,19129,12,9.4832067
2011,19,19131,12,9.719346
2011,19,19133,12,8.9325848
2011,19,19135,12,8.7650948
2011,19,19137,12,8.8906527
2011,19,19139,12,10.607976
2011,19,19141,12,9.1528625
2011,19,19143,12,9.1578722
2011,19,19145,12,9.1346731
2011,19,19147,12,8.853096
2011,19,19149,12,9.1725569
2011,19,19151,12,8.7376509
2011,19,19153,12,9.0385561
2011,19,19155,12,9.8470211
2011,19,19157,12,9.0180798
2011,19,19159,12,8.5120268
2011,19,19161,12,8.7407932
2011,19,19163,12,10.748689
2011,19,19165,12,8.5707064
2011,19,19167,12,9.2413359
2011,19,19169,12,8.912529
2011,19,19171,12,8.9300642
2011,19,19173,12,8.7596445
2011,19,19175,12,8.4460135
2011,19,19177,12,9.1359005
2011,19,19179,12,9.23382
2011,19,19181,12,8.6106091
2011,19,19183,12,9.9098206
2011,19,19185,12,8.5615988
2011,19,19187,12,8.8305054
2011,19,19189,12,9.2853889
2011,19,19191,12,9.5922918
2011,19,19193,12,9.3946857
2011,19,19195,12,9.5578585
2011,19,19197,12,9.0948982
2011,20,20001,12,8.8526602
2011,20,20003,12,8.8295889
2011,20,20005,12,9.2412405
2011,20,20007,12,8.216464
2011,20,20009,12,8.4940376
2011,20,20011,12,9.0990047
2011,20,20013,12,9.038641
2011,20,20015,12,9.8635645
2011,20,20017,12,8.6420641
2011,20,20019,12,8.451932
2011,20,20021,12,9.9441519
2011,20,20023,12,7.494288
2011,20,20025,12,8.0968857
2011,20,20027,12,8.5819826
2011,20,20029,12,8.4871864
2011,20,20031,12,8.8352652
2011,20,20033,12,7.9074597
2011,20,20035,12,9.2488718
2011,20,20037,12,9.5713396
2011,20,20039,12,7.7995968
2011,20,20041,12,9.0003767
2011,20,20043,12,9.2670012
2011,20,20045,12,9.8478851
2011,20,20047,12,8.2159424
2011,20,20049,12,8.3994226
2011,20,20051,12,8.3282013
2011,20,20053,12,8.2960367
2011,20,20055,12,8.7855101
2011,20,20057,12,8.6637897
2011,20,20059,12,9.2613287
2011,20,20061,12,8.9997282
2011,20,20063,12,7.7595735
2011,20,20065,12,7.7742715
2011,20,20067,12,8.2426071
2011,20,20069,12,8.6531687
2011,20,20071,12,7.3283954
2011,20,20073,12,8.4817953
2011,20,20075,12,7.5207195
2011,20,20077,12,9.0387106
2011,20,20079,12,9.9105167
2011,20,20081,12,8.7568989
2011,20,20083,12,8.2928333
2011,20,20085,12,8.9626331
2011,20,20087,12,9.4183922
2011,20,20089,12,8.3393793
2011,20,20091,12,11.33929
2011,20,20093,12,7.9102426
2011,20,20095,12,8.6273956
2011,20,20097,12,7.9952922
2011,20,20099,12,9.355525
2011,20,20101,12,8.0568676
2011,20,20103,12,9.9639502
2011,20,20105,12,8.3494282
2011,20,20107,12,9.0683556
2011,20,20109,12,7.4197583
2011,20,20111,12,8.7804289
2011,20,20113,12,9.0940418
2011,20,20115,12,9.1525908
2011,20,20117,12,8.6039944
2011,20,20119,12,8.3068829
2011,20,20121,12,9.7880335
2011,20,20123,12,8.4873695
2011,20,20125,12,9.2980576
2011,20,20127,12,8.5376301
2011,20,20129,12,7.3809485
2011,20,20131,12,8.8321486
2011,20,20133,12,9.0119343
2011,20,20135,12,8.0939159
2011,20,20137,12,7.848413
2011,20,20139,12,9.006403
2011,20,20141,12,8.146142
2011,20,20143,12,8.6452589
2011,20,20145,12,8.2520981
2011,20,20147,12,7.9089265
2011,20,20149,12,8.8297606
2011,20,20151,12,8.5465899
2011,20,20153,12,7.5942841
2011,20,20155,12,9.1133823
2011,20,20157,12,8.4609423
2011,20,20159,12,8.6386652
2011,20,20161,12,9.0297508
2011,20,20163,12,8.026515
2011,20,20165,12,8.201395
2011,20,20167,12,8.3271341
2011,20,20169,12,9.1291924
2011,20,20171,12,8.1710939
2011,20,20173,12,10.926741
2011,20,20175,12,8.4434595
2011,20,20177,12,9.8248062
2011,20,20179,12,7.8440852
2011,20,20181,12,7.3960695
2011,20,20183,12,8.249155
2011,20,20185,12,8.3631754
2011,20,20187,12,7.5181327
2011,20,20189,12,7.9426718
2011,20,20191,12,9.8674307
2011,20,20193,12,7.6810217
2011,20,20195,12,7.8338366
2011,20,20197,12,8.5651484
2011,20,20199,12,7.2012048
2011,20,20201,12,8.4802189
2011,20,20203,12,7.7225366
2011,20,20205,12,8.9193411
2011,20,20207,12,8.6926517
2011,20,20209,12,11.641418
2011,21,21001,12,8.006053
2011,21,21003,12,7.8513179
2011,21,21005,12,8.7960539
2011,21,21007,12,8.6214571
2011,21,21009,12,8.1906385
2011,21,21011,12,8.5174322
2011,21,21013,12,8.1437588
2011,21,21015,12,10.756164
2011,21,21017,12,9.2318726
2011,21,21019,12,10.477892
2011,21,21021,12,8.4212046
2011,21,21023,12,9.2279024
2011,21,21025,12,7.9317622
2011,21,21027,12,8.3596172
2011,21,21029,12,9.9734926
2011,21,21031,12,8.2021933
2011,21,21033,12,8.2360754
2011,21,21035,12,7.8586025
2011,21,21037,12,11.580616
2011,21,21039,12,8.3777637
2011,21,21041,12,9.4068747
2011,21,21043,12,8.6970501
2011,21,21045,12,8.1105843
2011,21,21047,12,8.1071587
2011,21,21049,12,9.1284113
2011,21,21051,12,8.0366764
2011,21,21053,12,7.5558891
2011,21,21055,12,8.4294758
2011,21,21057,12,7.624486
2011,21,21059,12,9.2403622
2011,21,21061,12,8.2783413
2011,21,21063,12,8.1336861
2011,21,21065,12,8.1952124
2011,21,21067,12,10.014109
2011,21,21069,12,8.6536436
2011,21,21071,12,8.2371101
2011,21,21073,12,9.2593241
2011,21,21075,12,8.1807194
2011,21,21077,12,9.5430317
2011,21,21079,12,8.673707
2011,21,21081,12,9.1579409
2011,21,21083,12,8.2327604
2011,21,21085,12,8.2634201
2011,21,21087,12,8.1608715
2011,21,21089,12,10.290803
2011,21,21091,12,9.1312809
2011,21,21093,12,8.8310118
2011,21,21095,12,7.8599401
2011,21,21097,12,9.118207
2011,21,21099,12,8.2839012
2011,21,21101,12,9.3816376
2011,21,21103,12,9.1052008
2011,21,21105,12,8.2381659
2011,21,21107,12,8.4388895
2011,21,21109,12,8.2068453
2011,21,21111,12,11.018767
2011,21,21113,12,9.3995657
2011,21,21115,12,8.3254423
2011,21,21117,12,11.359027
2011,21,21119,12,7.9195447
2011,21,21121,12,8.3104267
2011,21,21123,12,8.4311028
2011,21,21125,12,8.6128931
2011,21,21127,12,8.5277586
2011,21,21129,12,8.0212698
2011,21,21131,12,7.786705
2011,21,21133,12,7.6463995
2011,21,21135,12,8.8225155
2011,21,21137,12,8.4000673
2011,21,21139,12,8.5661516
2011,21,21141,12,8.0710268
2011,21,21143,12,8.2685575
2011,21,21145,12,8.9323807
2011,21,21147,12,7.7482929
2011,21,21149,12,8.7590303
2011,21,21151,12,8.807023
2011,21,21153,12,7.982636
2011,21,21155,12,8.1947889
2011,21,21157,12,8.4669466
2011,21,21159,12,8.5682049
2011,21,21161,12,9.0929937
2011,21,21163,12,8.6883726
2011,21,21165,12,8.1339912
2011,21,21167,12,8.5483856
2011,21,21169,12,7.9680085
2011,21,21171,12,7.7307863
2011,21,21173,12,8.6243229
2011,21,21175,12,7.9929075
2011,21,21177,12,8.2783594
2011,21,21179,12,8.6630106
2011,21,21181,12,8.7848024
2011,21,21183,12,8.4389181
2011,21,21185,12,9.8710985
2011,21,21187,12,9.0282888
2011,21,21189,12,7.9867144
2011,21,21191,12,9.243207
2011,21,21193,12,7.9153113
2011,21,21195,12,8.2836876
2011,21,21197,12,8.2317877
2011,21,21199,12,8.4366217
2011,21,21201,12,8.9020271
2011,21,21203,12,8.3932247
2011,21,21205,12,8.324111
2011,21,21207,12,7.9530053
2011,21,21209,12,9.5956774
2011,21,21211,12,9.0920134
2011,21,21213,12,8.1263599
2011,21,21215,12,9.0688953
2011,21,21217,12,8.1747389
2011,21,21219,12,8.0835009
2011,21,21221,12,7.7172122
2011,21,21223,12,9.3511419
2011,21,21225,12,8.6780643
2011,21,21227,12,8.6472378
2011,21,21229,12,8.2723217
2011,21,21231,12,7.7507453
2011,21,21233,12,8.5804501
2011,21,21235,12,8.2890911
2011,21,21237,12,7.9790392
2011,21,21239,12,9.4476013
2011,22,22001,12,8.2286119
2011,22,22003,12,7.5311618
2011,22,22005,12,9.1832438
2011,22,22007,12,9.8744812
2011,22,22009,12,7.4924631
2011,22,22011,12,7.7971449
2011,22,22013,12,8.4562044
2011,22,22015,12,9.831049
2011,22,22017,12,10.143563
2011,22,22019,12,8.8477345
2011,22,22021,12,7.4329267
2011,22,22023,12,7.8972225
2011,22,22025,12,7.1414928
2011,22,22027,12,8.5732126
2011,22,22029,12,7.0905595
2011,22,22031,12,9.0942631
2011,22,22033,12,8.7442217
2011,22,22035,12,7.9969392
2011,22,22037,12,6.9094868
2011,22,22039,12,7.6729593
2011,22,22041,12,7.3796
2011,22,22043,12,7.8469405
2011,22,22045,12,9.694562
2011,22,22047,12,9.5863857
2011,22,22049,12,8.1388102
2011,22,22051,12,8.2901154
2011,22,22053,12,7.9123402
2011,22,22055,12,9.1733723
2011,22,22057,12,8.3057041
2011,22,22059,12,7.272325
2011,22,22061,12,8.5314674
2011,22,22063,12,7.5432796
2011,22,22065,12,8.0013905
2011,22,22067,12,8.0787163
2011,22,22069,12,8.4198198
2011,22,22071,12,8.1323776
2011,22,22073,12,8.3753805
2011,22,22075,12,6.845026
2011,22,22077,12,7.9948592
2011,22,22079,12,8.0417681
2011,22,22081,12,8.7758284
2011,22,22083,12,7.7000637
2011,22,22085,12,8.3321667
2011,22,22087,12,7.5687819
2011,22,22089,12,8.410037
2011,22,22091,12,6.7460117
2011,22,22093,12,8.9569216
2011,22,22095,12,8.1223478
2011,22,22097,12,7.931695
2011,22,22099,12,9.0406313
2011,22,22101,12,8.8955603
2011,22,22103,12,7.4599352
2011,22,22105,12,7.2473068
2011,22,22107,12,7.382277
2011,22,22109,12,8.157093
2011,22,22111,12,8.4563932
2011,22,22113,12,8.9100132
2011,22,22115,12,7.7662759
2011,22,22117,12,7.3319688
2011,22,22119,12,8.7694302
2011,22,22121,12,9.1914358
2011,22,22123,12,7.9511685
2011,22,22125,12,7.0420327
2011,22,22127,12,7.8577194
2011,23,23001,12,9.665411
2011,23,23003,12,8.2807989
2011,23,23005,12,9.3098202
2011,23,23007,12,8.2519436
2011,23,23009,12,7.326005
2011,23,23011,12,9.4274769
2011,23,23013,12,7.7799296
2011,23,23015,12,8.5039196
2011,23,23017,12,8.3718214
2011,23,23019,12,8.6585617
2011,23,23021,12,8.1355486
2011,23,23023,12,9.1805
2011,23,23025,12,8.7454824
2011,23,23027,12,8.3394489
2011,23,23029,12,7.2092943
2011,23,23031,12,8.9672976
2011,24,24001,12,9.2093496
2011,24,24003,12,9.0254688
2011,24,24005,12,10.46172
2011,24,24009,12,7.0410671
2011,24,24011,12,7.9451427
2011,24,24013,12,10.06593
2011,24,24015,12,9.5812359
2011,24,24017,12,7.4726663
2011,24,24019,12,7.165597
2011,24,24021,12,10.369829
2011,24,24023,12,8.4418602
2011,24,24025,12,9.7353201
2011,24,24027,12,9.9468937
2011,24,24029,12,8.2586613
2011,24,24031,12,10.005441
2011,24,24033,12,9.0983791
2011,24,24035,12,7.7703133
2011,24,24037,12,6.8144212
2011,24,24039,12,7.1972318
2011,24,24041,12,7.308156
2011,24,24043,12,10.872015
2011,24,24045,12,7.7101574
2011,24,24047,12,7.5496655
2011,24,24510,12,10.785258
2011,25,25001,12,6.9603219
2011,25,25003,12,7.7854848
2011,25,25005,12,8.617281
2011,25,25007,12,6.6742935
2011,25,25009,12,9.2487993
2011,25,25011,12,9.0403852
2011,25,25013,12,10.372362
2011,25,25015,12,9.6372728
2011,25,25017,12,9.7517653
2011,25,25019,12,6.4806886
2011,25,25021,12,9.7101097
2011,25,25023,12,8.6674118
2011,25,25025,12,9.8851643
2011,25,25027,12,8.9385681
2011,26,26001,12,8.2980146
2011,26,26003,12,7.7944818
2011,26,26005,12,9.2136707
2011,26,26007,12,8.2157803
2011,26,26009,12,7.8360887
2011,26,26011,12,8.8749599
2011,26,26013,12,8.0453072
2011,26,26015,12,9.710041
2011,26,26017,12,9.3659306
2011,26,26019,12,7.9242673
2011,26,26021,12,9.2436447
2011,26,26023,12,10.086617
2011,26,26025,12,10.022543
2011,26,26027,12,10.035396
2011,26,26029,12,7.7842641
2011,26,26031,12,7.7450547
2011,26,26033,12,7.2521143
2011,26,26035,12,8.5745707
2011,26,26037,12,9.8883457
2011,26,26039,12,8.3540897
2011,26,26041,12,8.6011276
2011,26,26043,12,8.9352703
2011,26,26045,12,9.763505
2011,26,26047,12,7.6982365
2011,26,26049,12,9.7018023
2011,26,26051,12,8.7591782
2011,26,26053,12,8.2511015
2011,26,26055,12,8.1191568
2011,26,26057,12,9.3856659
2011,26,26059,12,9.9724264
2011,26,26061,12,8.2265205
2011,26,26063,12,8.7361574
2011,26,26065,12,10.034755
2011,26,26067,12,9.5512476
2011,26,26069,12,8.5219011
2011,26,26071,12,8.39116
2011,26,26073,12,9.1493444
2011,26,26075,12,9.8739729
2011,26,26077,12,10.127065
2011,26,26079,12,8.1649437
2011,26,26081,12,10.289927
2011,26,26083,12,7.3543429
2011,26,26085,12,8.8342028
2011,26,26087,12,9.2385492
2011,26,26089,12,7.6247611
2011,26,26091,12,10.347593
2011,26,26093,12,9.4941416
2011,26,26095,12,7.2503629
2011,26,26097,12,7.2037492
2011,26,26099,12,10.7668
2011,26,26101,12,8.2206383
2011,26,26103,12,8.1521368
2011,26,26105,12,8.6357727
2011,26,26107,12,8.898715
2011,26,26109,12,9.2245312
2011,26,26111,12,9.1977072
2011,26,26113,12,8.5352011
2011,26,26115,12,10.2067
2011,26,26117,12,9.2902174
2011,26,26119,12,8.1797171
2011,26,26121,12,8.9850626
2011,26,26123,12,9.3473034
2011,26,26125,12,10.362098
2011,26,26127,12,8.7331772
2011,26,26129,12,8.6094694
2011,26,26131,12,7.7979302
2011,26,26133,12,8.6289816
2011,26,26135,12,8.3782454
2011,26,26137,12,8.0358419
2011,26,26139,12,9.2830448
2011,26,26141,12,7.8758268
2011,26,26143,12,8.2509155
2011,26,26145,12,9.4557142
2011,26,26147,12,9.7892179
2011,26,26149,12,10.339372
2011,26,26151,12,8.9725876
2011,26,26153,12,7.8824286
2011,26,26155,12,9.4450312
2011,26,26157,12,9.0853043
2011,26,26159,12,9.1632166
2011,26,26161,12,10.370043
2011,26,26163,12,10.874163
2011,26,26165,12,8.4191084
2011,27,27001,12,8.1375017
2011,27,27003,12,11.00207
2011,27,27005,12,8.3702888
2011,27,27007,12,8.5699568
2011,27,27009,12,9.840291
2011,27,27011,12,8.0544996
2011,27,27013,12,10.21401
2011,27,27015,12,9.3535109
2011,27,27017,12,9.4728079
2011,27,27019,12,10.492365
2011,27,27021,12,8.247508
2011,27,27023,12,8.8835392
2011,27,27025,12,10.110489
2011,27,27027,12,8.6315536
2011,27,27029,12,8.093812
2011,27,27031,12,7.4045644
2011,27,27033,12,8.9378624
2011,27,27035,12,9.2412367
2011,27,27037,12,11.326007
2011,27,27039,12,10.21974
2011,27,27041,12,8.6089296
2011,27,27043,12,9.4082699
2011,27,27045,12,9.8334713
2011,27,27047,12,9.7071867
2011,27,27049,12,10.477967
2011,27,27051,12,8.2976437
2011,27,27053,12,11.705432
2011,27,27055,12,10.160634
2011,27,27057,12,8.3664532
2011,27,27059,12,9.7713594
2011,27,27061,12,7.9708815
2011,27,27063,12,8.9549837
2011,27,27065,12,8.7491083
2011,27,27067,12,9.2132664
2011,27,27069,12,8.5287743
2011,27,27071,12,8.0118494
2011,27,27073,12,8.3136129
2011,27,27075,12,7.5078592
2011,27,27077,12,7.7346148
2011,27,27079,12,10.130907
2011,27,27081,12,8.4734592
2011,27,27083,12,8.7531281
2011,27,27085,12,9.3574772
2011,27,27087,12,8.0851536
2011,27,27089,12,8.364604
2011,27,27091,12,9.2623587
2011,27,27093,12,9.2249632
2011,27,27095,12,8.8883524
2011,27,27097,12,8.9366894
2011,27,27099,12,10.037782
2011,27,27101,12,8.7673073
2011,27,27103,12,10.119768
2011,27,27105,12,9.1253128
2011,27,27107,12,8.2078514
2011,27,27109,12,10.868358
2011,27,27111,12,8.3336372
2011,27,27113,12,8.229331
2011,27,27115,12,8.8135223
2011,27,27117,12,8.8663111
2011,27,27119,12,8.4562283
2011,27,27121,12,8.6468487
2011,27,27123,12,11.828465
2011,27,27125,12,8.1803293
2011,27,27127,12,9.0276842
2011,27,27129,12,9.128787
2011,27,27131,12,10.492379
2011,27,27133,12,9.1630459
2011,27,27135,12,8.2000818
2011,27,27137,12,8.5184278
2011,27,27139,12,10.734686
2011,27,27141,12,10.255501
2011,27,27143,12,9.4692373
2011,27,27145,12,9.7682724
2011,27,27147,12,10.217319
2011,27,27149,12,8.6346521
2011,27,27151,12,8.7535257
2011,27,27153,12,8.6142731
2011,27,27155,12,8.0536098
2011,27,27157,12,10.483585
2011,27,27159,12,8.518425
2011,27,27161,12,9.960681
2011,27,27163,12,11.326041
2011,27,27165,12,9.1707964
2011,27,27167,12,8.3298521
2011,27,27169,12,10.602624
2011,27,27171,12,10.194736
2011,27,27173,12,8.6690741
2011,28,28001,12,7.0605617
2011,28,28003,12,8.0343323
2011,28,28005,12,6.8465319
2011,28,28007,12,7.7449346
2011,28,28009,12,7.6885614
2011,28,28011,12,8.2982655
2011,28,28013,12,7.7740688
2011,28,28015,12,7.6808033
2011,28,28017,12,8.0929518
2011,28,28019,12,7.8805041
2011,28,28021,12,7.5307088
2011,28,28023,12,8.2571125
2011,28,28025,12,8.3794756
2011,28,28027,12,8.3531361
2011,28,28029,12,7.9590826
2011,28,28031,12,8.398777
2011,28,28033,12,8.6997337
2011,28,28035,12,8.3981714
2011,28,28037,12,6.998868
2011,28,28039,12,7.5774312
2011,28,28041,12,7.6914997
2011,28,28043,12,7.6468701
2011,28,28045,12,7.6179833
2011,28,28047,12,7.9370084
2011,28,28049,12,9.2470303
2011,28,28051,12,7.9035535
2011,28,28053,12,8.274931
2011,28,28055,12,8.1258354
2011,28,28057,12,8.0424614
2011,28,28059,12,7.9577765
2011,28,28061,12,8.3755293
2011,28,28063,12,7.16539
2011,28,28065,12,8.0088139
2011,28,28067,12,8.5456982
2011,28,28069,12,7.9860415
2011,28,28071,12,7.800416
2011,28,28073,12,8.1288986
2011,28,28075,12,8.3551159
2011,28,28077,12,7.8061967
2011,28,28079,12,8.0051928
2011,28,28081,12,8.4962921
2011,28,28083,12,8.052434
2011,28,28085,12,7.5407467
2011,28,28087,12,8.4547281
2011,28,28089,12,9.1100464
2011,28,28091,12,7.6960883
2011,28,28093,12,7.7285986
2011,28,28095,12,8.2745886
2011,28,28097,12,7.5858316
2011,28,28099,12,8.2165241
2011,28,28101,12,8.3976593
2011,28,28103,12,8.2370367
2011,28,28105,12,8.204073
2011,28,28107,12,8.0778379
2011,28,28109,12,7.4430389
2011,28,28111,12,7.7946157
2011,28,28113,12,7.294888
2011,28,28115,12,8.1468468
2011,28,28117,12,8.0435686
2011,28,28119,12,8.2087479
2011,28,28121,12,8.9235277
2011,28,28123,12,8.1870041
2011,28,28125,12,8.1766586
2011,28,28127,12,8.2576056
2011,28,28129,12,8.4103365
2011,28,28131,12,7.47999
2011,28,28133,12,8.2924109
2011,28,28135,12,7.93571
2011,28,28137,12,8.0636997
2011,28,28139,12,7.8447232
2011,28,28141,12,7.7741876
2011,28,28143,12,8.1209269
2011,28,28145,12,8.1035051
2011,28,28147,12,7.408648
2011,28,28149,12,8.3147612
2011,28,28151,12,8.4111357
2011,28,28153,12,8.1539488
2011,28,28155,12,7.7103777
2011,28,28157,12,6.7789869
2011,28,28159,12,7.9761386
2011,28,28161,12,7.7106128
2011,28,28163,12,8.3938341
2011,29,29001,12,8.8799
2011,29,29003,12,9.4549723
2011,29,29005,12,9.2247677
2011,29,29007,12,9.0893173
2011,29,29009,12,9.4183941
2011,29,29011,12,9.3919563
2011,29,29013,12,9.2509975
2011,29,29015,12,8.7854738
2011,29,29017,12,8.3441305
2011,29,29019,12,9.693718
2011,29,29021,12,9.8583393
2011,29,29023,12,8.5629301
2011,29,29025,12,9.4438066
2011,29,29027,12,9.1928291
2011,29,29029,12,9.1084929
2011,29,29031,12,9.1349621
2011,29,29033,12,9.2886419
2011,29,29035,12,7.8911834
2011,29,29037,12,10.752961
2011,29,29039,12,9.0873871
2011,29,29041,12,9.0046463
2011,29,29043,12,10.379108
2011,29,29045,12,9.545166
2011,29,29047,12,11.55603
2011,29,29049,12,9.8210382
2011,29,29051,12,9.5515022
2011,29,29053,12,9.0696936
2011,29,29055,12,8.257863
2011,29,29057,12,9.2856054
2011,29,29059,12,9.364789
2011,29,29061,12,9.1461229
2011,29,29063,12,9.3090706
2011,29,29065,12,8.092865
2011,29,29067,12,8.7444925
2011,29,29069,12,8.2929811
2011,29,29071,12,8.915884
2011,29,29073,12,8.5263376
2011,29,29075,12,8.9882059
2011,29,29077,12,10.752786
2011,29,29079,12,8.9970512
2011,29,29081,12,8.7451324
2011,29,29083,12,9.0733442
2011,29,29085,12,8.9694881
2011,29,29087,12,9.2047482
2011,29,29089,12,9.018301
2011,29,29091,12,8.5152283
2011,29,29093,12,7.9013815
2011,29,29095,12,12.14742
2011,29,29097,12,10.368464
2011,29,29099,12,10.067791
2011,29,29101,12,9.5072155
2011,29,29103,12,8.9869881
2011,29,29105,12,9.1071625
2011,29,29107,12,10.005685
2011,29,29109,12,9.6552057
2011,29,29111,12,9.4090118
2011,29,29113,12,9.5995455
2011,29,29115,12,8.9144888
2011,29,29117,12,9.1749067
2011,29,29119,12,9.6870031
2011,29,29121,12,8.8976126
2011,29,29123,12,8.1299896
2011,29,29125,12,8.5868549
2011,29,29127,12,9.457324
2011,29,29129,12,8.7226648
2011,29,29131,12,9.2015543
2011,29,29133,12,8.4242859
2011,29,29135,12,9.187335
