year,statefips,countyfips,month,ozone
2011,45,45035,12,31.520845
2011,45,45037,12,30.298275
2011,45,45039,12,31.344778
2011,45,45041,12,32.13998
2011,45,45043,12,33.95153
2011,45,45045,12,28.510386
2011,45,45047,12,30.354115
2011,45,45049,12,32.250801
2011,45,45051,12,33.525375
2011,45,45053,12,32.071407
2011,45,45055,12,31.473083
2011,45,45057,12,30.942919
2011,45,45059,12,29.563683
2011,45,45061,12,32.184299
2011,45,45063,12,30.633574
2011,45,45065,12,31.010824
2011,45,45067,12,32.560295
2011,45,45069,12,32.057468
2011,45,45071,12,30.73123
2011,45,45073,12,29.891647
2011,45,45075,12,32.322098
2011,45,45077,12,29.571573
2011,45,45079,12,29.883503
2011,45,45081,12,31.397196
2011,45,45083,12,28.141253
2011,45,45085,12,31.859993
2011,45,45087,12,29.851643
2011,45,45089,12,32.80611
2011,45,45091,12,28.690201
2011,46,46003,12,26.938507
2011,46,46005,12,25.921728
2011,46,46007,12,30.514633
2011,46,46009,12,27.080196
2011,46,46011,12,24.988998
2011,46,46013,12,25.505484
2011,46,46015,12,27.21764
2011,46,46017,12,26.896307
2011,46,46019,12,33.142735
2011,46,46021,12,26.028049
2011,46,46023,12,27.363867
2011,46,46025,12,25.937298
2011,46,46027,12,24.572628
2011,46,46029,12,25.814566
2011,46,46031,12,27.882322
2011,46,46033,12,35.846203
2011,46,46035,12,26.543016
2011,46,46037,12,26.046753
2011,46,46039,12,25.819355
2011,46,46041,12,28.291008
2011,46,46043,12,27.207947
2011,46,46045,12,26.16814
2011,46,46047,12,31.035902
2011,46,46049,12,26.46291
2011,46,46051,12,26.009674
2011,46,46053,12,27.84486
2011,46,46055,12,29.568239
2011,46,46057,12,25.674328
2011,46,46059,12,26.688133
2011,46,46061,12,26.294037
2011,46,46063,12,31.446424
2011,46,46065,12,27.317261
2011,46,46067,12,26.739237
2011,46,46069,12,27.18417
2011,46,46071,12,29.821726
2011,46,46073,12,26.745289
2011,46,46075,12,28.472628
2011,46,46077,12,25.672796
2011,46,46079,12,25.664663
2011,46,46081,12,35.826637
2011,46,46083,12,24.636465
2011,46,46085,12,27.491365
2011,46,46087,12,25.870401
2011,46,46089,12,26.097363
2011,46,46091,12,26.106281
2011,46,46093,12,33.849514
2011,46,46095,12,28.95492
2011,46,46097,12,25.84024
2011,46,46099,12,24.670498
2011,46,46101,12,25.184671
2011,46,46103,12,33.806881
2011,46,46105,12,30.472527
2011,46,46107,12,26.661682
2011,46,46109,12,25.854807
2011,46,46111,12,26.18899
2011,46,46113,12,30.139811
2011,46,46115,12,25.788023
2011,46,46117,12,28.19713
2011,46,46119,12,26.99824
2011,46,46121,12,29.391632
2011,46,46123,12,28.34202
2011,46,46125,12,25.615538
2011,46,46127,12,23.924566
2011,46,46129,12,26.486694
2011,46,46135,12,25.891895
2011,46,46137,12,29.346882
2011,47,47001,12,28.743734
2011,47,47003,12,27.599369
2011,47,47005,12,26.699417
2011,47,47007,12,31.012405
2011,47,47009,12,31.214863
2011,47,47011,12,28.548708
2011,47,47013,12,30.098354
2011,47,47015,12,29.25173
2011,47,47017,12,26.231863
2011,47,47019,12,33.484787
2011,47,47021,12,26.294575
2011,47,47023,12,26.743034
2011,47,47025,12,30.243719
2011,47,47027,12,30.420795
2011,47,47029,12,33.939838
2011,47,47031,12,28.527231
2011,47,47033,12,25.098448
2011,47,47035,12,31.873877
2011,47,47037,12,23.596222
2011,47,47039,12,27.31094
2011,47,47041,12,29.768463
2011,47,47043,12,27.417345
2011,47,47045,12,25.00486
2011,47,47047,12,25.485874
2011,47,47049,12,31.794388
2011,47,47051,12,28.899885
2011,47,47053,12,25.569151
2011,47,47055,12,27.299534
2011,47,47057,12,29.651991
2011,47,47059,12,31.911259
2011,47,47061,12,30.807308
2011,47,47063,12,29.340599
2011,47,47065,12,26.557962
2011,47,47067,12,30.923574
2011,47,47069,12,26.935299
2011,47,47071,12,27.364548
2011,47,47073,12,29.60162
2011,47,47075,12,25.259239
2011,47,47077,12,26.501427
2011,47,47079,12,26.747778
2011,47,47081,12,27.844706
2011,47,47083,12,27.789557
2011,47,47085,12,27.227612
2011,47,47087,12,30.120758
2011,47,47089,12,29.496832
2011,47,47091,12,35.240696
2011,47,47093,12,27.22929
2011,47,47095,12,25.015234
2011,47,47097,12,25.108929
2011,47,47099,12,28.001818
2011,47,47101,12,28.691536
2011,47,47103,12,27.615171
2011,47,47105,12,29.098528
2011,47,47107,12,29.987032
2011,47,47109,12,26.787836
2011,47,47111,12,29.204029
2011,47,47113,12,25.178522
2011,47,47115,12,29.128059
2011,47,47117,12,27.076376
2011,47,47119,12,27.017956
2011,47,47121,12,29.194933
2011,47,47123,12,32.353973
2011,47,47125,12,26.838259
2011,47,47127,12,28.230396
2011,47,47129,12,30.998369
2011,47,47131,12,25.693729
2011,47,47133,12,31.291946
2011,47,47135,12,28.192156
2011,47,47137,12,31.200575
2011,47,47139,12,32.539845
2011,47,47141,12,30.405605
2011,47,47143,12,29.809576
2011,47,47145,12,29.185051
2011,47,47147,12,25.774279
2011,47,47149,12,25.872633
2011,47,47151,12,31.439045
2011,47,47153,12,30.789064
2011,47,47155,12,33.530918
2011,47,47157,12,21.975021
2011,47,47159,12,28.942862
2011,47,47161,12,27.655281
2011,47,47163,12,29.610966
2011,47,47165,12,25.338659
2011,47,47167,12,24.854052
2011,47,47169,12,27.880266
2011,47,47171,12,34.639999
2011,47,47173,12,29.139849
2011,47,47175,12,31.586102
2011,47,47177,12,30.278521
2011,47,47179,12,31.44611
2011,47,47181,12,28.410475
2011,47,47183,12,26.285149
2011,47,47185,12,30.912624
2011,47,47187,12,25.422289
2011,47,47189,12,25.491444
2011,48,48001,12,30.473309
2011,48,48003,12,31.666348
2011,48,48005,12,30.309368
2011,48,48007,12,33.96207
2011,48,48009,12,28.371582
2011,48,48011,12,31.475719
2011,48,48013,12,30.349039
2011,48,48015,12,30.731445
2011,48,48017,12,31.260725
2011,48,48019,12,32.304306
2011,48,48021,12,29.77026
2011,48,48023,12,29.275568
2011,48,48025,12,30.579084
2011,48,48027,12,29.570889
2011,48,48029,12,28.328623
2011,48,48031,12,31.641615
2011,48,48033,12,31.96254
2011,48,48035,12,29.239889
2011,48,48037,12,28.764858
2011,48,48039,12,29.613379
2011,48,48041,12,29.616768
2011,48,48043,12,35.382153
2011,48,48045,12,31.923733
2011,48,48047,12,29.243982
2011,48,48049,12,30.170582
2011,48,48051,12,29.940935
2011,48,48053,12,31.18614
2011,48,48055,12,29.279827
2011,48,48057,12,32.671207
2011,48,48059,12,29.927227
2011,48,48061,12,28.704411
2011,48,48063,12,29.396599
2011,48,48065,12,30.955997
2011,48,48067,12,29.546894
2011,48,48069,12,31.401447
2011,48,48071,12,28.764864
2011,48,48073,12,30.681576
2011,48,48075,12,29.933825
2011,48,48077,12,28.181704
2011,48,48079,12,31.576036
2011,48,48081,12,31.212275
2011,48,48083,12,30.701221
2011,48,48085,12,26.35928
2011,48,48087,12,30.595415
2011,48,48089,12,31.227276
2011,48,48091,12,29.687462
2011,48,48093,12,30.210016
2011,48,48095,12,32.061012
2011,48,48097,12,27.830317
2011,48,48099,12,30.334415
2011,48,48101,12,30.477694
2011,48,48103,12,31.384125
2011,48,48105,12,32.941795
2011,48,48107,12,31.643629
2011,48,48109,12,34.251644
2011,48,48111,12,32.34264
2011,48,48113,12,24.310282
2011,48,48115,12,32.393288
2011,48,48117,12,31.763632
2011,48,48119,12,29.62742
2011,48,48121,12,25.554758
2011,48,48123,12,30.832884
2011,48,48125,12,31.279272
2011,48,48127,12,29.492144
2011,48,48129,12,31.202335
2011,48,48131,12,30.527494
2011,48,48133,12,29.870655
2011,48,48135,12,31.432081
2011,48,48137,12,33.886181
2011,48,48139,12,26.430674
2011,48,48141,12,29.453865
2011,48,48143,12,29.77496
2011,48,48145,12,29.75083
2011,48,48147,12,29.361507
2011,48,48149,12,30.646685
2011,48,48151,12,30.536861
2011,48,48153,12,32.310844
2011,48,48155,12,29.718554
2011,48,48157,12,28.290699
2011,48,48159,12,29.135395
2011,48,48161,12,29.115196
2011,48,48163,12,30.528852
2011,48,48165,12,31.304283
2011,48,48167,12,29.387819
2011,48,48169,12,31.490543
2011,48,48171,12,32.465176
2011,48,48173,12,32.511028
2011,48,48175,12,30.689732
2011,48,48177,12,30.360739
2011,48,48179,12,30.663263
2011,48,48181,12,28.595444
2011,48,48183,12,28.424381
2011,48,48185,12,30.574699
2011,48,48187,12,29.021019
2011,48,48189,12,31.685957
2011,48,48191,12,30.753124
2011,48,48193,12,30.290476
2011,48,48195,12,30.027401
2011,48,48197,12,29.383827
2011,48,48199,12,29.160141
2011,48,48201,12,24.905388
2011,48,48203,12,28.588709
2011,48,48205,12,32.165054
2011,48,48207,12,29.989965
2011,48,48209,12,29.347895
2011,48,48211,12,29.554619
2011,48,48213,12,29.843367
2011,48,48215,12,26.610901
2011,48,48217,12,28.254753
2011,48,48219,12,31.391188
2011,48,48221,12,27.870657
2011,48,48223,12,29.251806
2011,48,48225,12,30.945297
2011,48,48227,12,32.000683
2011,48,48229,12,33.816864
2011,48,48231,12,28.759531
2011,48,48233,12,30.378286
2011,48,48235,12,32.952518
2011,48,48237,12,28.96829
2011,48,48239,12,31.193689
2011,48,48241,12,31.129288
2011,48,48243,12,36.182373
2011,48,48245,12,27.255796
2011,48,48247,12,30.101995
2011,48,48249,12,30.250874
2011,48,48251,12,26.604469
2011,48,48253,12,29.624012
2011,48,48255,12,30.607668
2011,48,48257,12,27.779055
2011,48,48259,12,31.482227
2011,48,48261,12,29.121155
2011,48,48263,12,30.860863
2011,48,48265,12,32.71669
2011,48,48267,12,32.954433
2011,48,48269,12,30.37359
2011,48,48271,12,31.920486
2011,48,48273,12,30.352959
2011,48,48275,12,29.798161
2011,48,48277,12,29.712374
2011,48,48279,12,31.297714
2011,48,48281,12,30.874039
2011,48,48283,12,30.289139
2011,48,48285,12,31.007576
2011,48,48287,12,30.285696
2011,48,48289,12,29.836815
2011,48,48291,12,28.389832
2011,48,48293,12,29.646542
2011,48,48295,12,29.570299
2011,48,48297,12,30.277214
2011,48,48299,12,31.071434
2011,48,48301,12,32.874889
2011,48,48303,12,30.480228
2011,48,48305,12,31.995037
2011,48,48307,12,31.464603
2011,48,48309,12,28.363756
2011,48,48311,12,30.610497
2011,48,48313,12,30.27882
2011,48,48315,12,29.395559
2011,48,48317,12,32.218987
2011,48,48319,12,31.503344
2011,48,48321,12,31.509676
2011,48,48323,12,27.799744
2011,48,48325,12,31.254004
2011,48,48327,12,33.054985
2011,48,48329,12,31.674765
2011,48,48331,12,30.099512
2011,48,48333,12,30.951967
2011,48,48335,12,31.098368
2011,48,48337,12,28.558762
2011,48,48339,12,28.035101
2011,48,48341,12,30.708004
2011,48,48343,12,29.732668
2011,48,48345,12,31.453074
2011,48,48347,12,30.083788
2011,48,48349,12,28.498926
2011,48,48351,12,30.695923
2011,48,48353,12,30.544853
2011,48,48355,12,31.823715
2011,48,48357,12,29.557018
2011,48,48359,12,31.756338
2011,48,48361,12,28.411715
2011,48,48363,12,28.768858
2011,48,48365,12,29.072296
2011,48,48367,12,28.099169
2011,48,48369,12,31.424576
2011,48,48371,12,33.114124
2011,48,48373,12,30.713314
2011,48,48375,12,29.959681
2011,48,48377,12,35.834812
2011,48,48379,12,29.311539
2011,48,48381,12,30.202896
2011,48,48383,12,32.842567
2011,48,48385,12,33.670086
2011,48,48387,12,29.767878
2011,48,48389,12,32.521324
2011,48,48391,12,31.646069
2011,48,48393,12,30.47332
2011,48,48395,12,29.603889
2011,48,48397,12,27.357487
2011,48,48399,12,30.681395
2011,48,48401,12,29.797094
2011,48,48403,12,31.728483
2011,48,48405,12,30.81765
2011,48,48407,12,30.004238
2011,48,48409,12,32.19923
2011,48,48411,12,30.986053
2011,48,48413,12,33.52512
2011,48,48415,12,31.123093
2011,48,48417,12,29.999662
2011,48,48419,12,30.043123
2011,48,48421,12,30.825293
2011,48,48423,12,30.290705
2011,48,48425,12,28.461939
2011,48,48427,12,27.825104
2011,48,48429,12,29.757395
2011,48,48431,12,32.451233
2011,48,48433,12,30.308456
2011,48,48435,12,33.295376
2011,48,48437,12,31.763512
2011,48,48439,12,24.484524
2011,48,48441,12,29.015493
2011,48,48443,12,33.523674
2011,48,48445,12,31.701206
2011,48,48447,12,29.712196
2011,48,48449,12,28.750736
2011,48,48451,12,31.470236
2011,48,48453,12,27.960085
2011,48,48455,12,30.909891
2011,48,48457,12,31.184208
2011,48,48459,12,29.362402
2011,48,48461,12,32.66581
2011,48,48463,12,31.873724
2011,48,48465,12,31.003685
2011,48,48467,12,29.514618
2011,48,48469,12,30.423248
2011,48,48471,12,30.656439
2011,48,48473,12,29.900156
2011,48,48475,12,31.898485
2011,48,48477,12,30.592394
2011,48,48479,12,28.492598
2011,48,48481,12,31.731241
2011,48,48483,12,30.047314
2011,48,48485,12,27.166685
2011,48,48487,12,28.717043
2011,48,48489,12,28.758572
2011,48,48491,12,28.807909
2011,48,48493,12,30.043989
2011,48,48495,12,32.273884
2011,48,48497,12,27.042362
2011,48,48499,12,29.882282
2011,48,48501,12,31.089853
2011,48,48503,12,28.611631
2011,48,48505,12,28.692013
2011,48,48507,12,30.106476
2011,49,49001,12,36.034981
2011,49,49003,12,23.849119
2011,49,49005,12,25.219412
2011,49,49007,12,34.838074
2011,49,49009,12,37.992004
2011,49,49011,12,21.070469
2011,49,49013,12,34.929798
2011,49,49015,12,35.026917
2011,49,49017,12,36.54438
2011,49,49019,12,34.930805
2011,49,49021,12,36.473267
2011,49,49023,12,28.695877
2011,49,49025,12,36.766636
2011,49,49027,12,31.532148
2011,49,49029,12,25.241386
2011,49,49031,12,35.00827
2011,49,49033,12,31.187214
2011,49,49035,12,19.80933
2011,49,49037,12,35.023899
2011,49,49039,12,32.743126
2011,49,49041,12,34.709087
2011,49,49043,12,27.493196
2011,49,49045,12,24.432482
2011,49,49047,12,35.06625
2011,49,49049,12,22.38516
2011,49,49051,12,27.86874
2011,49,49053,12,34.811161
2011,49,49055,12,35.275124
2011,49,49057,12,21.419659
2011,50,50001,12,28.49876
2011,50,50003,12,29.168478
2011,50,50005,12,29.954594
2011,50,50007,12,29.354105
2011,50,50009,12,30.85952
2011,50,50011,12,29.685904
2011,50,50013,12,29.273367
2011,50,50015,12,30.327436
2011,50,50017,12,27.740229
2011,50,50019,12,30.411514
2011,50,50021,12,28.015154
2011,50,50023,12,29.254353
2011,50,50025,12,27.911808
2011,50,50027,12,26.806391
2011,51,51001,12,31.257086
2011,51,51003,12,30.144962
2011,51,51005,12,30.322544
2011,51,51007,12,29.881176
2011,51,51009,12,28.589321
2011,51,51011,12,29.551832
2011,51,51013,12,22.096292
2011,51,51015,12,31.005934
2011,51,51017,12,30.61799
2011,51,51019,12,29.127645
2011,51,51021,12,33.639786
2011,51,51023,12,29.359674
2011,51,51025,12,29.266668
2011,51,51027,12,31.509392
2011,51,51029,12,30.301889
2011,51,51031,12,28.556898
2011,51,51033,12,28.159765
2011,51,51035,12,32.764481
2011,51,51036,12,28.152393
2011,51,51037,12,29.413004
2011,51,51041,12,27.189219
2011,51,51043,12,27.557995
2011,51,51045,12,32.285446
2011,51,51047,12,30.070726
2011,51,51049,12,30.226088
2011,51,51051,12,32.193588
2011,51,51053,12,28.43968
2011,51,51057,12,28.961567
2011,51,51059,12,23.978954
2011,51,51061,12,28.903177
2011,51,51063,12,33.112789
2011,51,51065,12,30.049828
2011,51,51067,12,30.41201
2011,51,51069,12,27.69668
2011,51,51071,12,32.543175
2011,51,51073,12,30.158403
2011,51,51075,12,29.411148
2011,51,51077,12,34.843586
2011,51,51079,12,32.307449
2011,51,51081,12,28.48366
2011,51,51083,12,29.370089
2011,51,51085,12,26.950954
2011,51,51087,12,26.524782
2011,51,51089,12,29.851345
2011,51,51091,12,32.290524
2011,51,51093,12,29.759708
2011,51,51095,12,29.671593
2011,51,51097,12,29.212021
2011,51,51099,12,28.200758
2011,51,51101,12,28.470543
2011,51,51103,12,30.450392
2011,51,51105,12,31.570194
2011,51,51107,12,25.48395
2011,51,51109,12,30.107216
2011,51,51111,12,29.668131
2011,51,51113,12,32.29071
2011,51,51115,12,30.702332
2011,51,51117,12,29.420771
2011,51,51119,12,30.274942
2011,51,51121,12,31.643747
2011,51,51125,12,31.173555
2011,51,51127,12,28.213711
2011,51,51131,12,31.175798
2011,51,51133,12,30.248886
2011,51,51135,12,29.742107
2011,51,51137,12,30.056013
2011,51,51139,12,33.292957
2011,51,51141,12,31.634512
2011,51,51143,12,28.771385
2011,51,51145,12,29.556389
2011,51,51147,12,29.748596
2011,51,51149,12,27.174946
2011,51,51153,12,26.472984
2011,51,51155,12,32.442081
2011,51,51157,12,32.115192
2011,51,51159,12,29.612791
2011,51,51161,12,29.680939
2011,51,51163,12,29.047661
2011,51,51165,12,31.354588
2011,51,51167,12,32.772125
2011,51,51169,12,30.340092
2011,51,51171,12,31.134382
2011,51,51173,12,34.248241
2011,51,51175,12,29.583008
2011,51,51177,12,28.506784
2011,51,51179,12,27.632952
2011,51,51181,12,29.959326
2011,51,51183,12,29.047464
2011,51,51185,12,33.23489
2011,51,51187,12,30.3645
2011,51,51191,12,32.860664
2011,51,51193,12,29.080469
2011,51,51195,12,33.110363
2011,51,51197,12,33.665771
2011,51,51199,12,29.52416
2011,51,51510,12,22.581631
2011,51,51515,12,29.445171
2011,51,51520,12,31.687534
2011,51,51530,12,28.794825
2011,51,51540,12,29.687792
2011,51,51550,12,28.963831
2011,51,51570,12,26.752012
2011,51,51580,12,30.444769
2011,51,51590,12,28.792561
2011,51,51595,12,28.508959
2011,51,51600,12,24.161335
2011,51,51610,12,22.611597
2011,51,51620,12,30.009756
2011,51,51630,12,27.696396
2011,51,51640,12,33.617184
2011,51,51650,12,28.897446
2011,51,51660,12,30.286667
2011,51,51670,12,26.383228
2011,51,51678,12,28.367947
2011,51,51680,12,28.080273
2011,51,51683,12,26.538708
2011,51,51685,12,26.09634
2011,51,51690,12,29.47393
2011,51,51700,12,29.204161
2011,51,51710,12,28.306162
2011,51,51720,12,33.384434
2011,51,51730,12,26.995209
2011,51,51735,12,29.508972
2011,51,51740,12,28.41214
2011,51,51750,12,31.792387
2011,51,51760,12,25.996016
2011,51,51770,12,29.154133
2011,51,51775,12,30.034336
2011,51,51790,12,30.532005
2011,51,51800,12,29.683262
2011,51,51810,12,29.807549
2011,51,51820,12,30.691206
2011,51,51830,12,29.669212
2011,51,51840,12,27.133976
2011,53,53001,12,23.030481
2011,53,53003,12,25.41329
2011,53,53005,12,21.125237
2011,53,53007,12,26.268068
2011,53,53009,12,25.98905
2011,53,53011,12,14.219177
2011,53,53013,12,27.429594
2011,53,53015,12,16.808409
2011,53,53017,12,25.495275
2011,53,53019,12,27.994532
2011,53,53021,12,20.857769
2011,53,53023,12,26.940815
2011,53,53025,12,22.604845
2011,53,53027,12,21.803623
2011,53,53029,12,19.68656
2011,53,53031,12,22.817684
2011,53,53033,12,13.78874
2011,53,53035,12,17.479458
2011,53,53037,12,25.150921
2011,53,53039,12,23.975847
2011,53,53041,12,17.664038
2011,53,53043,12,25.010426
2011,53,53045,12,19.197824
2011,53,53047,12,27.046249
2011,53,53049,12,23.16799
2011,53,53051,12,26.307747
2011,53,53053,12,14.545454
2011,53,53055,12,22.853846
2011,53,53057,12,20.790819
2011,53,53059,12,21.932224
2011,53,53061,12,16.088762
2011,53,53063,12,21.296488
2011,53,53065,12,26.412041
2011,53,53067,12,15.303539
2011,53,53069,12,20.182327
2011,53,53071,12,24.597332
2011,53,53073,12,20.250616
2011,53,53075,12,25.657381
2011,53,53077,12,22.588808
2011,54,54001,12,27.112398
2011,54,54003,12,24.988062
2011,54,54005,12,29.127062
2011,54,54007,12,26.788727
2011,54,54009,12,24.948296
2011,54,54011,12,25.153534
2011,54,54013,12,25.07519
2011,54,54015,12,27.29092
2011,54,54017,12,24.323002
2011,54,54019,12,29.632256
2011,54,54021,12,24.33428
2011,54,54023,12,31.321789
2011,54,54025,12,31.279163
2011,54,54027,12,29.401196
2011,54,54029,12,24.921652
2011,54,54031,12,31.871155
2011,54,54033,12,24.713398
2011,54,54035,12,24.616051
2011,54,54037,12,25.867523
2011,54,54039,12,25.942345
2011,54,54041,12,25.33222
2011,54,54043,12,27.75988
2011,54,54045,12,29.13166
2011,54,54047,12,31.649843
2011,54,54049,12,24.993422
2011,54,54051,12,25.18129
2011,54,54053,12,24.406666
2011,54,54055,12,33.063709
2011,54,54057,12,27.820829
2011,54,54059,12,29.05759
2011,54,54061,12,25.460455
2011,54,54063,12,32.264065
2011,54,54065,12,26.458309
2011,54,54067,12,29.5208
2011,54,54069,12,24.92816
2011,54,54071,12,32.70628
2011,54,54073,12,24.596889
2011,54,54075,12,31.629728
2011,54,54077,12,27.187946
2011,54,54079,12,25.345451
2011,54,54081,12,31.039022
2011,54,54083,12,29.694527
2011,54,54085,12,24.322958
2011,54,54087,12,25.503815
2011,54,54089,12,31.513283
2011,54,54091,12,25.684265
2011,54,54093,12,29.448614
2011,54,54095,12,24.831959
2011,54,54097,12,27.313435
2011,54,54099,12,26.322697
2011,54,54101,12,30.186003
2011,54,54103,12,25.180199
2011,54,54105,12,25.01708
2011,54,54107,12,24.290087
2011,54,54109,12,30.39506
2011,55,55001,12,24.868536
2011,55,55003,12,28.312992
2011,55,55005,12,26.008204
2011,55,55007,12,28.047535
2011,55,55009,12,24.527966
2011,55,55011,12,24.556293
2011,55,55013,12,25.683142
2011,55,55015,12,24.66428
2011,55,55017,12,25.268957
2011,55,55019,12,25.7834
2011,55,55021,12,24.188828
2011,55,55023,12,24.65246
2011,55,55025,12,23.172068
2011,55,55027,12,24.306517
2011,55,55029,12,28.013226
2011,55,55031,12,25.932987
2011,55,55033,12,25.039013
2011,55,55035,12,24.61923
2011,55,55037,12,28.534821
2011,55,55039,12,24.865419
2011,55,55041,12,28.607151
2011,55,55043,12,24.075205
2011,55,55045,12,23.748034
2011,55,55047,12,25.073727
2011,55,55049,12,24.891962
2011,55,55051,12,28.813732
2011,55,55053,12,24.763992
2011,55,55055,12,23.385935
2011,55,55057,12,24.843721
2011,55,55059,12,22.464708
2011,55,55061,12,26.422703
2011,55,55063,12,23.692499
2011,55,55065,12,23.964066
2011,55,55067,12,27.495586
2011,55,55069,12,27.11039
2011,55,55071,12,25.53344
2011,55,55073,12,25.863344
2011,55,55075,12,26.892374
2011,55,55077,12,24.666742
2011,55,55078,12,26.955032
2011,55,55079,12,20.821072
2011,55,55081,12,24.719584
2011,55,55083,12,26.5404
2011,55,55085,12,27.893335
2011,55,55087,12,24.195864
2011,55,55089,12,22.991421
2011,55,55091,12,24.772684
2011,55,55093,12,24.43071
2011,55,55095,12,25.281267
2011,55,55097,12,25.194164
2011,55,55099,12,27.61743
2011,55,55101,12,22.520828
2011,55,55103,12,25.142107
2011,55,55105,12,22.882885
2011,55,55107,12,26.485992
2011,55,55109,12,24.180889
2011,55,55111,12,24.814848
2011,55,55113,12,27.11293
2011,55,55115,12,26.320068
2011,55,55117,12,24.735079
2011,55,55119,12,26.516151
2011,55,55121,12,24.396681
2011,55,55123,12,24.721857
2011,55,55125,12,28.400801
2011,55,55127,12,22.956676
2011,55,55129,12,26.384392
2011,55,55131,12,23.20426
2011,55,55133,12,21.541212
2011,55,55135,12,25.596142
2011,55,55137,12,25.251627
2011,55,55139,12,24.694773
2011,55,55141,12,24.971056
2011,56,56001,12,37.793255
2011,56,56003,12,32.660107
2011,56,56005,12,33.480732
2011,56,56007,12,38.777061
2011,56,56009,12,34.706554
2011,56,56011,12,33.702827
2011,56,56013,12,36.942642
2011,56,56015,12,31.994434
2011,56,56017,12,35.786629
2011,56,56019,12,36.489441
2011,56,56021,12,35.067646
2011,56,56023,12,36.564869
2011,56,56025,12,35.943859
2011,56,56027,12,32.345051
2011,56,56029,12,35.896675
2011,56,56031,12,34.530968
2011,56,56033,12,34.370865
2011,56,56035,12,40.38409
2011,56,56037,12,34.885494
2011,56,56039,12,37.553913
2011,56,56041,12,33.381504
2011,56,56043,12,31.856791
2011,56,56045,12,31.524475
2012,1,1001,1,31.618608
2012,1,1003,1,35.449989
2012,1,1005,1,34.275459
2012,1,1007,1,31.758381
2012,1,1009,1,31.021948
2012,1,1011,1,33.925053
2012,1,1013,1,33.41441
2012,1,1015,1,32.085896
2012,1,1017,1,32.879745
2012,1,1019,1,31.697742
2012,1,1021,1,32.168381
2012,1,1023,1,32.711937
2012,1,1025,1,33.052498
2012,1,1027,1,33.038624
2012,1,1029,1,32.574379
2012,1,1031,1,33.903618
2012,1,1033,1,31.617239
2012,1,1035,1,33.135246
2012,1,1037,1,32.658943
2012,1,1039,1,33.812862
2012,1,1041,1,33.707306
2012,1,1043,1,30.933788
2012,1,1045,1,33.996582
2012,1,1047,1,32.455296
2012,1,1049,1,32.130238
2012,1,1051,1,31.544353
2012,1,1053,1,32.633953
2012,1,1055,1,31.349846
2012,1,1057,1,31.398998
2012,1,1059,1,32.2528
2012,1,1061,1,34.159466
2012,1,1063,1,31.413424
2012,1,1065,1,31.862638
2012,1,1067,1,34.402473
2012,1,1069,1,34.268017
2012,1,1071,1,32.213966
2012,1,1073,1,29.372492
2012,1,1075,1,31.528997
2012,1,1077,1,31.49946
2012,1,1079,1,31.428272
2012,1,1081,1,32.767342
2012,1,1083,1,30.515961
2012,1,1085,1,32.883457
2012,1,1087,1,32.83913
2012,1,1089,1,30.680391
2012,1,1091,1,32.398872
2012,1,1093,1,31.972857
2012,1,1095,1,31.526613
2012,1,1097,1,33.665871
2012,1,1099,1,33.265697
2012,1,1101,1,31.501055
2012,1,1103,1,30.784786
2012,1,1105,1,32.308743
2012,1,1107,1,31.379099
2012,1,1109,1,33.794975
2012,1,1111,1,32.771164
2012,1,1113,1,32.675686
2012,1,1115,1,31.064968
2012,1,1117,1,30.627218
2012,1,1119,1,32.011623
2012,1,1121,1,32.201527
2012,1,1123,1,32.894951
2012,1,1125,1,30.714947
2012,1,1127,1,30.630287
2012,1,1129,1,33.171371
2012,1,1131,1,33.047646
2012,1,1133,1,31.526964
2012,4,4001,1,37.950993
2012,4,4003,1,37.927025
2012,4,4005,1,39.723351
2012,4,4007,1,38.067837
2012,4,4009,1,36.262421
2012,4,4011,1,36.643547
2012,4,4012,1,34.428726
2012,4,4013,1,29.593439
2012,4,4015,1,35.81847
2012,4,4017,1,38.035362
2012,4,4019,1,31.964645
2012,4,4021,1,32.219696
2012,4,4023,1,37.498425
2012,4,4025,1,40.110867
2012,4,4027,1,30.87393
2012,5,5001,1,29.915581
2012,5,5003,1,29.369366
2012,5,5005,1,31.811953
2012,5,5007,1,32.556667
2012,5,5009,1,33.093349
2012,5,5011,1,29.62594
2012,5,5013,1,29.713688
2012,5,5015,1,33.20533
2012,5,5017,1,30.73484
2012,5,5019,1,29.714817
2012,5,5021,1,29.109909
2012,5,5023,1,30.525282
2012,5,5025,1,29.625813
2012,5,5027,1,31.477657
2012,5,5029,1,30.125557
2012,5,5031,1,29.549101
2012,5,5033,1,31.608097
2012,5,5035,1,28.372116
2012,5,5037,1,29.778809
2012,5,5039,1,29.819197
2012,5,5041,1,30.490257
2012,5,5043,1,30.049927
2012,5,5045,1,29.404039
2012,5,5047,1,31.686264
2012,5,5049,1,31.471323
2012,5,5051,1,30.84436
2012,5,5053,1,29.348593
2012,5,5055,1,29.422016
2012,5,5057,1,30.96553
2012,5,5059,1,29.608175
2012,5,5061,1,31.637341
2012,5,5063,1,30.46174
2012,5,5065,1,31.701443
2012,5,5067,1,29.761684
2012,5,5069,1,29.443863
2012,5,5071,1,31.39662
2012,5,5073,1,31.679834
2012,5,5075,1,29.800303
2012,5,5077,1,29.660521
2012,5,5079,1,29.889187
