year,statefips,date1,pm
2011,27,16jan2011,11.519592
2011,28,16jan2011,17.153534
2011,29,16jan2011,19.902988
2011,30,16jan2011,6.0218973
2011,31,16jan2011,12.353052
2011,32,16jan2011,9.636343
2011,33,16jan2011,12.977357
2011,34,16jan2011,11.23132
2011,35,16jan2011,4.7597628
2011,36,16jan2011,8.8560209
2011,37,16jan2011,14.321179
2011,38,16jan2011,8.6169138
2011,39,16jan2011,10.122159
2011,40,16jan2011,19.181833
2011,41,16jan2011,2.7859418
2011,42,16jan2011,10.139416
2011,44,16jan2011,11.270013
2011,45,16jan2011,12.28571
2011,46,16jan2011,8.8848677
2011,47,16jan2011,22.928833
2011,48,16jan2011,9.4904242
2011,49,16jan2011,25.826197
2011,50,16jan2011,10.458234
2011,51,16jan2011,13.37271
2011,53,16jan2011,2.3114753
2011,54,16jan2011,12.328591
2011,55,16jan2011,8.8554173
2011,56,16jan2011,6.9786663
2011,1,17jan2011,16.451008
2011,4,17jan2011,8.3428974
2011,5,17jan2011,15.545145
2011,6,17jan2011,16.361704
2011,8,17jan2011,2.4672422
2011,9,17jan2011,7.5167913
2011,10,17jan2011,9.7840023
2011,11,17jan2011,14.364212
2011,12,17jan2011,7.0866652
2011,13,17jan2011,18.192104
2011,16,17jan2011,5.8172464
2011,17,17jan2011,24.737732
2011,18,17jan2011,20.833452
2011,19,17jan2011,25.372316
2011,20,17jan2011,20.395699
2011,21,17jan2011,21.444405
2011,22,17jan2011,10.882359
2011,23,17jan2011,8.7772894
2011,24,17jan2011,11.297934
2011,25,17jan2011,9.5909195
2011,26,17jan2011,13.513404
2011,27,17jan2011,17.76223
2011,28,17jan2011,14.725153
2011,29,17jan2011,26.883564
2011,30,17jan2011,4.8891878
2011,31,17jan2011,13.797601
2011,32,17jan2011,8.3289156
2011,33,17jan2011,8.7725029
2011,34,17jan2011,7.8821888
2011,35,17jan2011,4.0543051
2011,36,17jan2011,7.6140571
2011,37,17jan2011,18.673618
2011,38,17jan2011,9.4723167
2011,39,17jan2011,16.449291
2011,40,17jan2011,18.411436
2011,41,17jan2011,3.9355624
2011,42,17jan2011,9.5436773
2011,44,17jan2011,7.1441302
2011,45,17jan2011,17.625122
2011,46,17jan2011,11.681319
2011,47,17jan2011,21.740883
2011,48,17jan2011,10.303712
2011,49,17jan2011,5.6655397
2011,50,17jan2011,6.2522821
2011,51,17jan2011,13.237531
2011,53,17jan2011,2.9980769
2011,54,17jan2011,14.523342
2011,55,17jan2011,22.383144
2011,56,17jan2011,2.7948136
2011,1,18jan2011,12.893859
2011,4,18jan2011,10.257069
2011,5,18jan2011,15.588296
2011,6,18jan2011,13.873424
2011,8,18jan2011,3.7393496
2011,9,18jan2011,9.3392906
2011,10,18jan2011,8.9989653
2011,11,18jan2011,15.848844
2011,12,18jan2011,4.9679604
2011,13,18jan2011,15.508623
2011,16,18jan2011,5.7241883
2011,17,18jan2011,17.397043
2011,18,18jan2011,17.406559
2011,19,18jan2011,15.491979
